# {"t_start": 1704792580.1884503, "env_id": "PctDiscrete-v0"} 
r,l,t
8.38,33,214897.124861
6.69,24,214903.859659
7.6,32,214912.249879
7.36,34,214921.71031
7.25,23,214927.703077
7.89,27,214935.70321
7.67,30,214943.530883
6.82,32,214952.829103
7.93,28,214961.373935
6.09,24,214967.606308
8.07,26,214974.832816
6.88,29,214982.521961
8.34,37,214992.966592
7.16,26,215000.058262
7.14,29,215007.930125
3.55,17,215012.689565
6.61,32,215021.676489
7.87,37,215031.695234
6.0,24,215038.023097
7.03,27,215045.632462
7.65,30,215053.689739
6.52,27,215060.766337
6.59,20,215065.988578
5.77,24,215072.965532
6.69,27,215080.325247
7.95,34,215090.114577
8.15,28,215098.312291
7.33,32,215106.588827
6.74,20,215112.416041
7.67,29,215120.202147
7.78,34,215130.219716
6.21,26,215137.073172
6.56,28,215144.806241
7.69,31,215153.608516
5.92,20,215159.190373
6.53,26,215166.452422
7.65,40,215177.229342
8.12,41,215188.263901
7.65,43,215200.836053
5.87,22,215206.620354
7.49,23,215213.471406
7.7,30,215222.240529
7.79,33,215231.234622
7.86,31,215240.372718
6.42,26,215247.504732
7.35,23,215253.937947
8.42,24,215260.355847
7.63,27,215267.666401
7.8,42,215280.20524
7.03,38,215290.565382
7.28,34,215300.848945
8.04,38,215311.735112
7.9,39,215322.863269
7.73,32,215331.376132
7.02,33,215340.34657
6.57,25,215347.099669
7.83,36,215357.080948
8.02,39,215368.285551
7.36,23,215374.199444
3.11,14,215378.235945
6.13,22,215384.097034
7.55,28,215392.240431
7.95,35,215401.743792
8.39,33,215411.213478
7.03,29,215419.286578
7.88,38,215429.293101
7.9,40,215440.506503
8.19,34,215450.316249
7.55,30,215458.309066
7.21,31,215466.869139
7.4,31,215476.001915
7.51,28,215483.310949
6.16,23,215489.836135
7.8,36,215499.770086
7.14,34,215508.912245
7.85,32,215517.780432
7.92,22,215523.450902
7.72,28,215531.371321
7.89,24,215537.890866
8.09,30,215546.637529
8.05,25,215553.158648
7.75,34,215562.790304
7.97,29,215570.975417
7.75,35,215580.756004
7.25,21,215586.181367
8.48,28,215594.503753
6.57,24,215601.136846
7.45,22,215607.408207
8.13,25,215614.631309
7.41,27,215621.914536
7.73,33,215631.191799
7.88,28,215638.835498
7.2,31,215647.615625
5.95,22,215653.383379
7.17,25,215660.751597
7.27,29,215669.24694
6.96,27,215676.411519
8.09,38,215687.538889
7.33,30,215695.938803
6.25,20,215701.596232
7.13,23,215707.722776
6.83,25,215715.493234
7.87,36,215725.787445
7.32,30,215733.818704
6.87,31,215742.724398
7.56,36,215752.661474
7.13,33,215761.660909
7.44,31,215770.903206
7.17,31,215779.516588
8.04,34,215789.159575
7.17,44,215801.727174
8.18,25,215808.238334
8.1,28,215816.749878
7.65,32,215825.854162
7.31,43,215838.173818
7.49,33,215847.247489
7.01,31,215856.153735
8.32,28,215863.555456
8.99,33,215873.501261
7.82,34,215882.794268
8.03,32,215891.415509
8.57,37,215901.299473
7.44,31,215910.614402
7.91,33,215919.809838
7.44,35,215929.83648
4.94,20,215935.520884
7.1,36,215945.657058
7.82,34,215955.077781
6.19,26,215962.204052
8.08,27,215969.990205
7.18,31,215978.984638
7.71,38,215989.362423
7.31,39,216000.559813
7.77,33,216009.911875
7.16,22,216015.871389
6.92,31,216024.631449
7.49,26,216031.847275
7.41,28,216039.604565
7.2,31,216048.323633
7.83,26,216055.79582
7.44,33,216065.079052
7.45,32,216074.051026
8.18,28,216081.895477
6.51,21,216088.933659
8.38,39,216102.333049
7.24,35,216113.964981
7.69,32,216123.432836
8.3,30,216132.594286
7.6,34,216142.707523
6.99,26,216150.093915
6.86,27,216157.827506
8.21,26,216164.780805
6.87,29,216172.807345
7.37,25,216180.025534
7.52,30,216188.581308
5.96,29,216196.718093
5.28,25,216203.294943
7.27,24,216210.384722
7.01,35,216219.985159
7.75,26,216226.996848
7.43,33,216235.586035
8.45,36,216246.823287
7.29,25,216253.638313
6.85,25,216260.49665
8.64,36,216270.511041
7.29,26,216277.801986
6.96,27,216285.546175
7.19,23,216291.701424
7.55,28,216299.696058
7.62,29,216307.684856
7.91,40,216319.033476
8.3,31,216327.9874
7.35,27,216335.062534
7.56,34,216345.096702
5.87,23,216351.581501
5.29,20,216356.861495
6.76,33,216366.364989
7.98,28,216373.665582
7.59,29,216381.995771
8.31,27,216389.367901
7.44,25,216396.621865
7.95,28,216403.990774
7.96,33,216413.284928
4.32,18,216418.128094
7.5,28,216426.077843
7.44,32,216435.339942
8.16,41,216446.378675
7.23,32,216455.256509
7.71,23,216461.822836
8.15,26,216468.566005
7.69,40,216480.219078
7.28,41,216491.54231
7.0,28,216498.998345
7.75,29,216507.196667
7.85,28,216514.816268
7.97,22,216521.228318
7.66,27,216528.413241
7.1,25,216535.917316
8.12,24,216542.55101
7.09,37,216552.895921
7.99,27,216561.240521
7.76,26,216568.344794
7.85,32,216577.364941
8.14,16,216581.372609
6.89,28,216589.350785
6.69,30,216597.899072
7.75,33,216607.45165
6.73,21,216613.060141
7.87,27,216621.112758
7.98,41,216632.713874
7.56,25,216639.189816
7.57,23,216645.725345
7.77,34,216654.556127
6.77,18,216659.6622
6.86,31,216668.416991
5.9,23,216675.485396
7.38,26,216682.518544
8.07,37,216692.787446
7.16,25,216699.839853
7.57,29,216707.736104
7.67,36,216717.721938
7.9,26,216724.698485
6.66,22,216730.93204
7.83,29,216738.72922
7.93,38,216749.628926
7.72,26,216757.01063
6.8,25,216763.80354
7.68,31,216772.347735
6.6,28,216779.886032
7.78,37,216790.55295
7.84,39,216801.749097
7.38,28,216809.348629
8.01,26,216816.908528
7.25,25,216823.200716
6.76,30,216831.451305
7.97,30,216840.415281
7.43,28,216847.997103
7.75,29,216856.34316
7.46,32,216864.824298
8.2,22,216871.189669
7.34,30,216879.640748
6.87,26,216886.796077
6.61,26,216894.204422
7.22,23,216900.689943
6.88,38,216911.813227
7.77,25,216918.428913
8.31,31,216927.217187
6.92,40,216938.632849
6.29,25,216945.183173
8.1,32,216953.815615
7.29,29,216961.529915
7.6,24,216968.611629
7.99,33,216977.347754
7.07,40,216988.311338
7.13,22,216994.904412
8.12,40,217005.942095
7.7,29,217013.919189
4.16,24,217020.973034
7.17,28,217028.873729
7.29,32,217037.640541
7.71,32,217045.86984
7.29,25,217053.203098
7.61,39,217063.862727
8.39,36,217073.751875
7.88,34,217083.654496
7.78,31,217092.627091
6.6,32,217101.328464
6.52,26,217108.163203
7.66,23,217114.361872
7.73,23,217120.86061
7.24,34,217129.990539
7.87,33,217139.33564
7.26,22,217146.094782
5.17,25,217153.231142
7.04,25,217160.374326
7.88,38,217170.709562
8.23,39,217181.412441
6.59,33,217190.276308
6.47,28,217197.909327
8.29,29,217205.807509
8.29,33,217214.646417
8.5,30,217222.84392
7.42,26,217230.457532
7.48,22,217236.12682
8.31,37,217246.251619
6.97,31,217255.322505
7.88,32,217263.884279
7.47,21,217270.039718
8.77,29,217277.562612
7.64,25,217284.845284
8.37,28,217292.265365
7.19,28,217300.227139
8.18,41,217311.542389
7.86,29,217319.250615
8.72,30,217328.148737
7.48,37,217338.604052
7.83,35,217348.271412
7.75,23,217355.047391
8.22,26,217361.970677
7.21,34,217371.645337
6.48,17,217376.084365
7.4,37,217386.52609
7.46,25,217393.192435
7.57,31,217402.096714
7.22,24,217408.853654
8.12,37,217418.883293
7.03,32,217428.230776
6.68,31,217437.077095
7.51,28,217444.60001
7.47,28,217453.121495
6.37,25,217460.185832
7.7,32,217469.316458
7.22,27,217476.442567
7.09,39,217487.641386
6.42,19,217493.167205
7.61,30,217501.499622
6.17,25,217508.509661
6.44,39,217519.156392
5.98,20,217525.07337
8.31,39,217536.134111
7.53,34,217544.962331
6.54,27,217552.76575
7.63,25,217559.510531
7.28,27,217567.050391
7.45,30,217574.720755
7.16,30,217583.302571
7.44,31,217591.760042
8.3,35,217601.144296
6.87,22,217607.642751
7.9,28,217615.130885
6.16,18,217620.52456
7.67,30,217628.360122
8.23,41,217640.041878
6.21,24,217646.677978
7.28,21,217652.188103
7.28,35,217662.133905
8.21,31,217670.595066
7.6,39,217681.244466
7.29,29,217689.237643
8.38,27,217696.226189
7.65,24,217703.775753
6.91,26,217710.713834
7.88,32,217719.696554
6.79,33,217728.942283
8.03,36,217738.788204
6.98,24,217745.751385
8.01,29,217753.652079
6.75,25,217760.987914
6.79,28,217768.143876
9.03,28,217776.671838
8.33,34,217786.078981
7.35,36,217795.695893
7.1,32,217804.907588
7.46,28,217813.01998
8.21,31,217821.628195
7.53,31,217830.715286
8.04,41,217842.058213
7.53,25,217848.910877
6.89,39,217859.813388
8.08,34,217869.681173
7.43,24,217876.216279
8.08,26,217883.981595
7.66,25,217890.758959
4.98,25,217898.722809
7.66,25,217905.428874
7.95,40,217917.190649
8.2,25,217923.86272
7.42,32,217933.285686
7.56,24,217939.889316
8.14,28,217947.877125
7.47,33,217957.121579
7.05,30,217965.162663
7.32,36,217975.89722
7.18,26,217983.299258
7.24,31,217991.714479
8.48,33,218001.24367
7.37,32,218010.247223
8.01,28,218018.479579
7.52,32,218027.501458
6.34,34,218036.456981
7.33,26,218043.560977
4.78,22,218049.757753
6.75,28,218057.829765
7.79,32,218066.783703
8.05,29,218074.501301
7.7,23,218080.944901
6.96,22,218087.140999
7.45,24,218093.415754
7.57,33,218103.164231
7.56,29,218111.871764
7.53,34,218120.989544
7.69,34,218130.742351
8.41,38,218141.453403
7.87,28,218149.089274
7.22,19,218154.632101
7.05,28,218162.171625
7.08,28,218170.590433
6.01,30,218179.531183
6.67,27,218187.13308
6.0,18,218191.946308
7.62,28,218200.045651
6.51,27,218207.861243
7.51,31,218216.607142
7.36,31,218225.48267
7.42,29,218233.041792
6.17,22,218239.375903
7.14,34,218248.6239
8.07,29,218256.856819
7.82,27,218264.58275
7.39,28,218271.859259
7.73,36,218281.967594
7.96,31,218290.446769
8.05,35,218300.154892
7.29,32,218309.269427
7.74,29,218316.974152
6.8,28,218325.093331
7.45,22,218330.970305
8.33,32,218340.108047
7.22,34,218349.986884
7.13,34,218359.340051
6.34,20,218364.957899
7.06,30,218373.109326
7.93,35,218382.657646
4.58,20,218388.111143
6.45,26,218395.155836
8.19,27,218403.540159
7.48,27,218410.663124
7.83,45,218423.299982
6.6,35,218433.206178
8.44,35,218442.488262
7.03,36,218452.421812
7.94,29,218460.445869
7.75,34,218469.730757
7.21,27,218477.100683
7.21,42,218489.128032
8.0,40,218500.269904
7.39,33,218509.040604
8.04,28,218516.761821
7.8,25,218523.481438
6.15,28,218531.760655
6.81,33,218540.759851
7.6,34,218550.761177
7.13,20,218556.539222
6.21,18,218561.381357
6.17,22,218566.889555
7.19,33,218576.167512
7.29,29,218584.602539
7.77,38,218594.424221
7.5,31,218603.596115
7.5,34,218613.044328
8.72,37,218623.141443
6.46,30,218631.724638
7.83,32,218640.828207
8.53,29,218648.565204
7.68,29,218656.872296
7.55,32,218665.769195
7.06,21,218672.004344
6.38,25,218678.482413
7.47,34,218688.607394
7.85,33,218698.234457
7.1,30,218706.278378
6.73,27,218713.830625
8.29,31,218722.158243
8.37,32,218731.171905
6.54,19,218736.273159
7.62,33,218745.639655
6.56,27,218753.306176
8.08,29,218760.875394
7.43,32,218769.951061
7.19,31,218779.011861
7.48,32,218787.896148
7.87,33,218797.771636
8.48,29,218805.343987
8.0,24,218812.441575
6.93,21,218817.960425
7.47,31,218826.700517
7.8,35,218836.899278
7.62,28,218844.500278
8.06,24,218851.372394
7.91,26,218858.402287
7.08,35,218868.584859
7.57,34,218878.850036
7.46,31,218886.956034
7.49,36,218897.352754
7.89,30,218905.234167
7.81,35,218914.939059
7.98,38,218925.658141
8.05,32,218934.954509
7.78,36,218944.694224
6.66,28,218952.930571
8.77,34,218962.579946
7.79,29,218970.480045
8.45,27,218978.924661
7.87,29,218986.93895
7.65,29,218995.406199
7.31,28,219002.646501
8.08,35,219012.487054
7.84,28,219020.618581
8.03,28,219028.536314
7.84,30,219037.029905
7.44,34,219046.577461
5.44,20,219052.242895
7.22,30,219060.045858
6.93,37,219070.803566
7.9,19,219076.241921
7.44,30,219084.584142
8.33,36,219095.20138
6.77,22,219101.272237
7.39,35,219110.892209
6.39,21,219116.848645
7.28,28,219124.783937
6.7,25,219131.742043
6.24,24,219138.205056
8.02,37,219148.324405
7.4,23,219154.493355
5.35,21,219160.548882
6.15,15,219164.699979
7.56,32,219173.930402
8.59,29,219181.901364
6.83,33,219191.265365
6.5,25,219198.143185
7.55,32,219207.035351
7.36,31,219216.04749
6.72,33,219225.104004
6.82,23,219232.195141
6.99,20,219237.217442
7.87,38,219247.656643
5.49,22,219253.480666
6.28,23,219260.314337
8.14,32,219268.992155
7.11,31,219278.106515
7.17,34,219288.52528
7.2,26,219295.382132
7.38,27,219303.315358
6.11,28,219311.240518
6.79,26,219318.283233
7.82,28,219325.792994
7.9,33,219335.10754
6.68,27,219343.437591
6.83,35,219352.758177
7.92,23,219359.401722
6.77,24,219366.093004
6.92,24,219373.193293
7.42,16,219377.390811
7.75,31,219386.085444
6.88,30,219394.410517
6.49,24,219401.641902
6.91,28,219409.436595
8.21,36,219419.864559
8.48,34,219429.497269
7.73,36,219439.280579
8.24,33,219448.886449
7.28,26,219456.582739
6.95,38,219467.092093
7.4,26,219474.478734
6.53,29,219482.911543
7.92,36,219493.399531
7.66,22,219500.299296
7.87,30,219508.486225
7.66,26,219516.247771
7.41,25,219523.163956
7.89,36,219533.674967
7.67,30,219542.363596
6.75,31,219550.806666
7.47,32,219560.187359
8.09,34,219569.912027
7.47,36,219579.716211
7.86,35,219590.342059
7.05,30,219598.685679
7.1,32,219607.258146
7.19,36,219617.567852
7.16,24,219624.036264
7.35,27,219631.892802
7.66,29,219640.08419
6.22,32,219649.4909
6.26,26,219657.102365
7.49,33,219665.909691
7.52,28,219674.011327
8.22,37,219684.701917
8.11,32,219694.146616
7.59,42,219708.666216
6.34,17,219713.801215
8.21,32,219724.213206
7.29,25,219731.830735
6.74,21,219737.84767
7.85,32,219747.741477
7.35,28,219755.67591
6.15,24,219762.207623
7.75,36,219772.270359
6.96,31,219781.696182
6.57,25,219788.847206
5.84,19,219793.724011
7.29,28,219801.407281
6.99,23,219808.246393
7.99,31,219817.222193
7.92,28,219824.641039
7.0,27,219833.099855
7.17,36,219843.1963
6.9,23,219850.385164
7.72,22,219856.271116
7.99,34,219866.369997
7.6,29,219875.074148
7.8,33,219883.879066
7.37,28,219892.66787
5.06,18,219897.631222
7.38,40,219909.69384
8.11,33,219919.177829
7.99,37,219928.719043
8.01,33,219938.595692
8.72,32,219948.48631
8.27,34,219957.963399
6.36,24,219965.285043
7.42,25,219971.871453
7.7,28,219980.397058
8.59,35,219990.433594
7.49,30,219998.891195
6.79,25,220006.058294
6.64,29,220013.80834
7.26,31,220022.868214
7.45,23,220029.210335
8.12,37,220039.635787
6.54,28,220047.583945
7.71,29,220055.557513
7.14,31,220064.66709
8.23,29,220072.441591
7.79,26,220079.890772
7.48,27,220087.081527
6.95,26,220094.379086
7.68,28,220102.57035
7.8,26,220109.699542
7.77,36,220120.670372
7.15,24,220126.990124
7.21,34,220136.426711
7.27,39,220147.27346
6.87,29,220155.315901
7.28,23,220162.201575
7.25,28,220169.667436
7.23,24,220176.40037
7.75,40,220187.708652
7.67,30,220195.847955
7.68,23,220203.088882
7.98,37,220213.337639
7.82,33,220223.264255
7.39,25,220230.290041
7.72,30,220238.40795
8.12,29,220246.848564
6.93,29,220255.067565
8.32,28,220262.903956
7.34,41,220274.220602
7.66,31,220282.383899
8.33,29,220290.669507
6.77,26,220297.96874
6.69,19,220304.048718
7.25,26,220310.830213
7.21,28,220319.560969
8.32,36,220329.862301
7.7,30,220337.826766
7.83,36,220348.77499
7.51,35,220358.877475
8.24,40,220370.039014
7.78,27,220377.742691
8.32,35,220388.014293
6.97,23,220394.169443
6.73,23,220400.55337
8.46,30,220408.77728
7.34,23,220415.182523
7.69,24,220421.940566
7.28,31,220430.321042
7.66,31,220438.338664
6.86,29,220447.095062
7.94,37,220457.948062
7.16,27,220464.954785
7.47,39,220476.434625
5.43,26,220483.340909
7.49,39,220494.20492
6.58,21,220500.705072
7.23,32,220509.339868
7.46,25,220516.97948
8.66,26,220524.030021
8.11,29,220532.72369
6.99,32,220541.784952
6.49,26,220548.731153
8.02,22,220555.577592
7.27,29,220563.070195
7.81,26,220570.882361
7.4,28,220578.296641
7.04,33,220587.299959
7.45,20,220592.886724
6.82,27,220600.570837
7.68,27,220607.75463
7.13,34,220617.859032
7.28,32,220627.006072
4.83,23,220633.099166
7.53,26,220640.91871
7.34,33,220649.613199
6.86,22,220656.171153
6.96,31,220664.689138
6.96,26,220672.104711
7.91,35,220682.423334
7.63,29,220690.207671
7.33,32,220699.43436
8.06,34,220708.589005
8.01,24,220715.517342
6.58,33,220724.944618
6.67,26,220732.089799
7.23,21,220738.378035
8.35,39,220748.694195
7.93,29,220756.678639
8.34,39,220768.329612
7.47,36,220778.076563
7.14,32,220787.714568
6.13,24,220794.64358
8.1,27,220802.082768
4.2,19,220807.08763
8.44,32,220816.168693
6.78,28,220824.496872
7.98,29,220832.722219
5.55,23,220839.545051
7.49,19,220844.459977
6.45,25,220851.701404
7.13,24,220858.33974
6.64,35,220868.20686
7.91,29,220875.800165
7.89,30,220884.621197
7.01,32,220893.170163
7.67,26,220900.150146
7.92,33,220909.966095
7.7,34,220918.562365
7.79,30,220927.073944
7.58,27,220934.822691
8.09,26,220941.727856
6.8,32,220950.897013
6.89,26,220957.734581
7.11,38,220968.833574
7.38,29,220977.568645
7.68,30,220985.807394
6.16,25,220993.690551
6.63,32,221002.307882
7.42,28,221010.36959
7.03,29,221018.098951
7.64,25,221025.478033
7.31,29,221034.031797
6.79,20,221039.389091
7.89,34,221049.211943
7.87,32,221057.974288
7.25,32,221067.343509
6.77,29,221075.371793
7.58,33,221084.824825
3.39,14,221088.425
8.26,43,221100.569223
7.35,28,221108.62533
7.44,25,221115.861194
3.11,17,221121.154343
7.22,33,221130.224342
8.02,32,221139.198447
7.98,29,221147.580644
7.29,27,221154.81742
8.02,40,221166.140166
7.44,24,221172.837868
6.35,27,221180.524308
7.65,34,221189.69133
7.7,31,221198.421565
7.31,36,221208.745662
6.94,36,221219.181074
7.79,34,221228.339547
5.58,16,221233.139668
6.88,30,221241.204206
7.48,31,221249.953414
8.03,36,221259.967534
7.74,34,221269.074926
7.49,30,221277.727407
8.01,26,221284.623107
7.38,32,221294.366273
7.34,25,221301.515245
7.31,32,221310.074259
7.26,23,221316.653543
7.44,23,221322.929681
6.82,31,221331.984553
7.43,32,221340.206259
8.04,43,221352.1973
6.66,21,221358.814815
7.04,30,221367.405731
7.69,32,221377.062803
7.44,29,221384.924219
6.72,25,221392.028734
7.23,23,221398.382989
4.42,22,221404.943904
8.15,30,221413.200883
7.33,35,221423.365761
7.62,22,221429.620311
8.12,32,221438.415795
7.31,29,221446.636476
7.67,26,221453.264368
8.17,28,221460.973493
7.76,37,221472.06698
7.2,28,221479.317736
7.56,28,221487.985254
7.83,37,221498.217377
7.79,30,221506.522607
7.07,28,221514.643695
6.5,31,221523.007364
7.49,38,221534.33081
7.54,31,221543.35056
6.06,29,221551.394727
7.53,19,221557.368589
7.54,25,221563.85309
8.3,27,221571.365849
7.32,28,221579.236769
8.59,29,221587.857936
7.37,24,221594.244606
7.85,26,221602.33466
