# {"t_start": 1704792580.1884503, "env_id": "PctDiscrete-v0"} 
r,l,t
6.75,20,205312.98313
7.2,33,205323.013796
6.55,31,205332.500591
8.0,36,205343.329079
8.2,31,205352.054621
7.54,32,205361.023267
6.26,27,205368.563482
7.36,34,205377.775894
7.19,28,205385.555998
8.07,28,205392.908314
6.11,30,205401.152054
5.68,24,205407.712107
5.75,32,205416.660556
7.36,31,205425.019186
6.63,33,205433.960487
6.25,19,205439.256802
5.25,20,205445.125176
7.71,34,205454.797394
6.98,32,205464.058232
5.91,31,205472.648051
7.9,28,205479.993645
8.05,32,205488.829021
8.03,31,205497.362443
7.73,32,205505.904145
7.58,36,205516.710546
6.63,21,205522.188221
7.4,33,205531.354017
7.45,27,205539.037678
7.63,41,205549.997775
7.35,24,205556.781658
7.18,19,205562.371844
7.16,24,205569.380729
7.49,31,205578.188967
7.2,24,205584.874456
6.97,31,205593.962476
6.93,26,205601.015455
7.73,31,205609.636924
6.81,26,205616.341305
7.56,29,205624.528544
7.98,37,205635.206361
5.02,26,205642.566063
8.04,34,205652.622783
5.44,25,205659.424145
7.49,32,205668.543381
7.05,33,205677.627234
7.76,31,205686.577675
7.02,28,205694.36712
8.11,35,205703.793014
7.17,42,205715.629761
6.36,29,205723.941465
8.51,39,205734.858612
7.89,36,205744.942008
8.32,32,205753.996291
5.71,24,205760.741021
6.87,14,205764.487516
7.42,37,205774.559903
7.55,24,205781.423799
8.39,38,205792.407691
7.75,42,205803.80074
6.57,32,205812.006487
6.53,24,205819.038333
6.81,25,205825.777699
6.99,35,205835.853724
8.1,29,205843.738223
7.57,27,205851.481041
7.35,31,205859.943104
5.8,19,205865.157892
7.8,32,205873.941865
6.44,24,205880.515782
8.2,29,205888.534721
7.0,33,205897.584673
7.29,31,205906.360562
6.75,33,205915.831498
6.0,26,205923.097335
7.53,29,205931.343624
8.07,31,205939.364822
7.76,40,205950.844828
6.91,28,205958.484799
7.4,25,205964.88524
7.19,41,205975.875213
6.66,30,205984.424186
7.41,35,205993.902376
7.83,40,206005.113751
7.95,42,206016.848112
6.74,32,206025.794797
6.48,25,206032.945293
7.93,28,206040.883935
6.26,25,206047.577082
7.24,28,206055.69738
7.09,30,206064.098824
6.53,31,206073.292838
7.06,31,206081.726264
7.63,31,206090.327886
8.11,29,206098.524706
7.12,29,206106.422913
6.93,24,206113.156152
8.52,36,206123.184539
6.46,24,206129.431803
5.86,23,206135.727087
6.9,26,206142.876391
7.7,35,206152.577575
7.75,37,206162.709867
8.79,34,206172.33723
7.01,30,206180.863976
7.82,26,206187.998276
6.54,26,206195.469348
6.03,29,206202.897178
6.47,35,206212.940012
7.92,34,206222.43148
6.18,29,206230.307486
6.69,27,206238.24568
7.3,32,206247.250366
6.26,33,206256.931099
7.3,34,206266.440449
7.31,30,206274.358949
5.57,19,206279.841486
5.89,18,206284.900715
8.45,42,206296.298705
8.48,31,206305.396904
7.59,30,206313.045809
7.86,31,206322.284521
7.35,30,206330.262173
6.91,21,206335.996652
7.16,24,206342.399523
5.32,26,206349.885289
6.67,27,206357.202965
8.18,22,206363.607535
8.22,35,206373.61771
7.75,25,206380.161217
8.56,28,206387.79091
6.32,27,206395.103325
7.05,27,206402.520818
7.05,24,206409.208146
7.3,39,206420.222346
4.9,21,206425.857226
5.79,22,206432.306296
7.97,29,206440.134866
7.24,26,206447.322129
6.5,25,206453.831294
6.59,27,206461.603549
7.82,30,206470.16925
7.79,29,206477.823663
7.66,27,206485.789731
7.49,28,206493.213012
7.77,42,206505.213234
8.48,22,206511.026273
7.33,31,206519.544983
7.05,28,206527.432116
7.35,27,206534.752902
7.32,31,206543.615449
7.31,27,206551.106679
7.08,30,206559.634694
8.47,33,206569.080928
7.7,26,206575.833263
8.12,33,206584.648732
7.87,42,206596.021005
5.93,15,206600.180943
7.35,24,206606.656098
7.13,33,206615.598046
8.4,30,206624.141047
7.41,33,206633.474811
7.78,37,206643.81774
7.12,24,206650.796942
7.63,40,206661.39841
6.82,29,206669.209599
6.2,27,206676.466714
7.48,26,206683.553822
7.71,29,206691.892265
7.72,27,206699.034745
7.72,37,206709.035327
7.94,39,206719.801808
6.85,30,206727.766789
7.56,29,206735.613734
8.09,34,206744.83897
7.26,23,206751.395054
6.44,30,206759.421993
7.73,33,206768.216199
8.08,28,206776.017061
6.83,23,206782.141498
9.02,29,206790.351761
6.51,22,206796.190433
7.43,27,206804.078604
6.75,33,206813.315149
7.29,26,206820.489066
7.78,26,206827.485109
7.35,24,206834.348915
6.72,26,206841.10092
5.67,24,206847.765316
8.29,24,206854.533746
7.11,36,206864.44282
8.09,28,206872.97194
7.92,28,206879.508683
7.75,29,206887.377526
7.55,27,206894.625089
8.05,33,206903.646507
6.34,19,206908.843124
7.84,29,206916.99556
7.66,27,206924.444835
6.95,23,206930.684919
6.0,17,206934.951097
7.39,31,206943.615131
6.59,22,206949.767176
6.99,31,206958.300361
7.37,26,206965.289836
7.75,36,206974.399529
8.58,37,206984.58195
6.11,22,206990.458301
7.76,33,206999.579985
7.95,39,207010.67775
7.23,28,207017.928519
8.09,38,207028.088274
8.15,35,207037.82109
8.61,26,207044.543786
7.49,29,207052.959755
8.06,29,207061.115824
7.19,28,207068.546718
7.97,36,207078.378155
7.89,27,207085.786051
8.27,31,207094.25503
7.23,36,207104.358962
7.21,32,207113.138688
7.4,27,207120.653708
7.88,28,207128.328542
8.59,34,207137.467674
7.04,25,207144.723626
5.55,19,207149.847763
6.77,26,207156.96014
7.16,36,207166.56762
6.97,27,207174.169209
6.36,19,207179.2637
7.41,36,207188.927385
8.06,29,207197.387466
8.01,35,207206.864027
7.44,29,207214.855486
7.16,26,207221.509449
7.83,26,207228.843891
6.9,30,207236.890683
6.8,24,207243.771074
6.65,29,207251.771831
6.27,33,207260.54278
7.54,26,207268.014363
7.3,30,207276.2411
7.24,25,207283.587565
7.87,39,207294.350472
7.44,30,207302.14187
6.71,27,207310.028542
6.82,24,207316.429941
6.67,26,207324.114922
7.96,24,207330.263275
7.61,37,207340.432326
7.78,39,207351.60361
6.99,28,207359.135402
7.02,23,207365.779964
7.06,25,207372.287345
6.95,24,207379.409914
8.03,26,207386.193319
8.04,36,207396.137879
7.28,27,207402.826699
7.19,22,207408.944594
7.85,29,207417.270919
7.27,20,207422.421813
6.78,32,207431.23398
7.61,25,207437.677789
7.81,39,207448.60391
7.37,33,207457.184011
8.03,26,207464.496638
6.97,34,207473.630118
8.35,27,207480.852756
7.81,37,207491.198907
5.34,19,207496.503067
6.61,34,207506.224937
7.36,29,207514.170815
7.04,27,207521.186788
7.01,34,207531.186465
7.5,28,207538.73203
7.52,28,207546.909343
7.1,24,207553.619071
7.56,24,207560.166022
7.97,28,207567.414912
4.85,27,207574.706092
7.41,27,207582.144799
7.42,35,207591.712682
6.5,26,207599.228819
7.95,29,207606.809583
7.08,29,207614.977277
6.51,22,207621.1055
7.53,28,207629.113486
5.5,29,207637.629848
7.18,28,207644.722041
7.8,28,207652.832067
7.23,31,207661.224346
8.1,24,207668.273092
8.04,32,207676.753506
5.59,26,207684.129826
7.34,27,207691.776096
7.74,25,207698.578766
7.06,33,207707.828451
8.65,29,207715.491484
7.61,29,207723.678464
7.49,31,207732.111965
7.19,27,207739.658571
7.9,29,207747.226322
7.55,33,207756.576014
8.58,34,207766.429029
7.12,38,207777.006806
7.77,39,207787.60572
7.88,29,207796.19115
6.24,28,207804.216444
7.42,26,207811.516785
8.24,26,207818.93536
7.09,34,207828.143961
7.48,26,207835.822088
6.89,21,207841.315802
7.02,30,207849.801643
7.15,31,207858.395063
6.89,23,207864.930123
7.83,30,207872.830995
7.86,31,207881.586866
6.85,23,207887.988206
7.72,19,207893.569295
6.06,26,207900.735407
7.4,29,207908.729853
7.21,27,207917.123693
6.59,27,207924.009893
7.66,31,207932.640691
8.08,39,207943.117006
7.79,28,207951.073597
8.11,33,207960.595358
7.22,34,207969.510626
7.68,23,207975.681087
6.67,24,207982.279755
7.15,29,207990.440867
7.31,33,207999.565132
5.88,27,208007.189248
7.03,30,208015.856781
6.99,30,208024.304872
7.67,39,208035.191934
6.85,31,208043.978621
7.73,29,208051.489582
7.77,33,208060.981631
6.42,26,208068.308383
7.53,32,208077.398199
6.94,31,208086.233756
7.54,27,208093.434895
7.11,23,208100.36383
8.01,31,208108.549299
7.23,28,208116.277714
7.83,30,208124.531145
6.61,23,208130.54453
7.78,37,208141.057297
7.02,26,208147.798988
6.84,28,208156.014212
7.35,22,208162.360702
7.51,30,208171.071052
7.47,35,208180.890319
8.05,26,208187.859602
7.88,37,208197.903435
6.86,31,208206.200931
8.2,32,208215.809914
6.95,34,208225.725938
7.42,39,208236.685535
7.45,31,208244.864534
8.53,32,208253.940074
6.39,22,208259.905182
7.39,35,208269.818091
7.61,31,208278.648545
7.61,33,208287.545757
7.51,30,208296.275496
7.65,35,208305.827309
7.56,25,208312.683687
7.55,38,208323.710972
8.53,31,208331.853292
8.23,31,208340.651833
8.23,35,208350.471496
3.14,11,208353.663483
7.19,36,208363.866843
7.51,26,208370.756271
7.59,34,208380.498012
7.23,29,208388.68006
6.49,29,208396.694401
8.54,41,208408.045352
7.91,34,208417.313305
7.78,40,208428.263767
8.32,33,208437.52881
7.57,32,208446.234032
7.41,35,208455.554277
6.98,23,208462.745172
5.68,17,208467.133409
6.55,21,208473.380701
7.55,29,208481.287505
7.34,33,208491.424278
7.43,31,208499.391179
7.12,29,208507.821643
7.52,30,208516.283427
8.14,37,208526.655094
6.94,26,208534.292205
7.77,32,208542.746726
7.78,35,208552.891157
7.55,30,208561.927811
8.22,37,208571.946016
7.77,42,208583.835099
8.24,34,208593.765558
8.08,44,208605.803336
7.55,30,208613.910486
7.54,30,208622.190727
7.4,36,208632.80894
7.36,33,208641.937287
6.51,28,208649.750858
7.76,36,208660.097015
7.94,23,208666.090015
7.91,35,208675.70277
6.57,30,208684.280936
6.49,20,208689.541533
7.01,24,208696.187262
8.44,35,208706.320688
4.97,26,208714.108127
6.68,27,208721.257263
7.23,27,208728.727805
7.68,24,208734.783974
7.51,28,208742.775262
7.68,41,208754.358784
6.84,24,208760.807882
6.86,27,208768.321035
6.25,27,208775.404638
7.75,36,208785.601809
7.06,26,208792.5745
7.25,35,208802.483175
5.85,25,208809.721027
7.3,29,208817.46892
6.49,31,208826.020635
5.55,18,208830.879679
7.18,35,208841.036787
7.26,24,208847.056587
5.86,23,208853.773453
7.34,39,208864.680455
8.23,33,208873.757885
6.95,23,208880.159401
6.48,30,208888.464482
6.51,29,208898.176045
7.81,34,208909.368845
7.68,30,208918.519876
7.54,28,208927.432619
7.33,33,208936.845853
7.2,27,208945.022319
8.02,32,208954.369987
7.92,35,208963.491671
8.61,40,208974.597416
7.34,27,208982.094697
9.11,29,208989.815395
7.0,22,208996.581777
7.15,30,209004.688452
7.14,26,209012.186737
7.18,24,209018.274701
6.64,21,209024.197469
7.28,33,209033.099006
7.0,25,209040.134684
7.53,27,209047.936023
7.79,30,209056.774516
7.74,37,209066.877937
7.3,36,209076.285686
7.81,36,209086.22017
7.32,25,209093.190169
7.97,38,209103.41991
6.83,25,209110.663239
7.21,33,209119.598701
7.36,22,209126.006226
7.42,26,209132.956267
7.2,21,209138.866831
7.36,30,209147.059171
6.29,21,209152.81533
7.26,32,209161.958686
7.78,35,209171.042934
7.88,30,209179.649415
6.46,24,209186.478991
8.4,26,209194.41392
7.69,28,209201.966852
7.57,33,209210.952017
5.17,18,209215.885288
7.2,38,209226.308915
7.16,33,209235.552741
8.09,26,209242.832076
7.85,34,209252.679118
5.46,16,209257.027771
8.31,28,209265.033583
7.76,32,209273.854317
6.61,25,209280.492672
6.8,17,209285.024375
7.45,17,209289.88337
7.12,29,209297.6776
7.53,35,209307.516232
7.61,29,209315.430925
8.21,33,209324.220177
7.42,35,209333.914229
6.26,26,209340.903227
6.36,24,209347.835329
8.48,28,209355.681433
7.32,19,209360.680536
7.75,28,209368.359239
8.05,32,209377.119263
8.06,28,209385.459237
7.99,35,209394.761906
7.78,34,209404.080697
8.11,23,209410.415027
7.68,30,209418.640772
7.69,27,209426.02289
7.52,33,209434.755269
8.14,30,209442.911196
6.49,36,209452.997123
7.81,34,209462.308701
8.1,47,209475.467943
7.56,26,209482.741958
7.6,25,209489.277331
8.12,32,209498.280429
6.9,32,209507.256124
6.94,34,209516.134616
7.25,25,209523.584065
7.3,32,209531.940781
7.61,25,209538.889411
7.18,23,209544.973359
6.2,30,209553.556746
7.02,30,209561.709593
7.41,24,209568.236366
7.16,25,209575.109454
7.88,33,209584.411412
6.79,31,209593.364096
6.53,26,209600.362451
6.95,33,209609.756097
7.71,28,209617.686771
7.57,36,209627.066388
7.64,25,209634.286632
7.88,28,209641.801102
6.94,32,209650.671629
8.33,28,209658.660532
6.99,22,209664.752227
6.6,26,209671.792162
7.26,34,209681.305825
7.41,24,209687.974303
8.46,37,209698.218432
7.12,33,209707.354427
7.54,24,209713.951374
6.59,31,209722.665731
7.78,32,209731.206339
6.45,21,209736.859036
8.39,41,209748.017301
7.98,32,209757.095334
7.15,32,209765.539807
8.22,40,209776.946223
4.68,18,209781.729858
7.81,30,209790.218379
6.92,26,209797.852574
6.86,25,209804.717248
7.24,27,209812.171952
7.93,38,209822.110268
6.63,22,209828.548887
7.25,35,209838.527669
7.12,32,209847.398501
6.05,19,209852.614516
5.59,25,209859.40883
6.58,34,209868.848481
7.63,36,209878.787774
6.85,23,209885.404348
6.62,21,209890.986451
6.32,27,209899.084189
6.76,24,209905.445257
7.09,29,209913.86361
7.04,24,209920.241374
4.92,24,209927.640346
7.01,34,209937.438599
6.86,29,209945.096879
8.44,26,209952.328073
7.81,30,209960.16761
6.7,29,209968.603096
6.22,26,209975.444724
7.76,23,209982.178763
7.44,25,209989.227337
8.03,29,209997.586271
6.98,32,210006.884836
6.83,31,210015.162154
8.45,33,210024.460049
7.14,32,210033.030762
7.07,24,210039.970906
7.49,22,210045.800735
7.85,27,210053.471483
7.38,17,210058.019327
7.85,24,210064.951733
8.1,29,210072.596148
7.33,29,210080.803335
7.67,28,210088.282421
7.07,30,210096.864828
7.4,33,210106.029447
8.16,34,210115.10814
7.76,28,210122.803875
5.94,19,210128.113686
8.1,27,210135.71427
7.88,41,210147.07899
6.87,39,210157.631899
7.34,27,210165.396861
5.94,21,210171.451323
5.72,26,210178.800056
7.69,29,210186.811438
7.29,27,210194.089869
7.29,30,210202.948889
7.87,36,210212.295146
6.93,26,210219.61634
8.44,34,210229.237434
8.55,33,210238.430992
5.53,16,210242.888343
8.1,30,210250.961065
7.53,21,210256.985664
6.99,36,210267.219993
7.14,33,210276.748278
8.22,31,210285.545709
7.42,24,210291.707533
7.66,41,210303.21719
7.04,27,210310.591268
5.8,31,210319.108688
7.6,39,210330.626371
6.52,31,210338.724193
7.23,19,210344.438655
6.96,25,210351.147844
5.48,25,210358.189025
7.18,26,210365.445576
8.03,32,210373.920112
7.26,26,210381.362792
7.77,33,210390.163132
7.66,34,210399.8242
7.98,33,210408.947621
7.21,36,210419.220307
7.47,34,210428.979232
7.82,29,210437.120378
6.87,20,210442.69258
7.22,22,210448.633673
7.37,28,210456.453228
6.72,24,210462.847088
7.06,27,210470.656658
7.57,21,210476.567071
6.73,19,210481.923233
7.51,30,210490.018582
8.0,29,210498.204137
7.15,31,210506.544485
7.48,25,210513.456008
8.02,35,210523.549134
8.05,38,210533.780304
7.42,31,210542.165353
6.47,29,210550.218712
7.89,36,210560.398777
7.8,28,210568.435676
7.92,34,210577.997773
8.55,35,210587.760102
7.72,29,210596.03145
8.27,34,210605.648257
7.34,37,210615.503935
7.21,29,210623.89222
6.41,26,210631.081433
7.38,27,210638.62332
7.52,43,210651.299902
7.2,24,210657.814738
7.3,25,210665.03652
7.16,30,210673.178976
6.92,26,210680.429488
8.61,36,210690.784514
7.24,33,210699.504729
7.8,23,210706.095432
7.48,37,210716.152063
7.9,35,210725.925391
7.01,34,210735.102769
8.2,34,210744.418136
8.12,21,210749.656864
7.54,26,210756.695121
7.18,27,210764.103232
6.91,29,210772.113426
7.29,29,210779.730669
7.61,27,210787.416342
7.83,36,210796.84148
7.48,36,210807.008995
6.71,24,210814.21928
5.43,18,210818.983473
8.23,25,210825.887951
7.48,41,210836.678766
6.45,33,210845.600167
7.39,23,210851.605755
6.41,28,210859.771835
6.96,21,210865.434568
6.43,34,210874.777816
7.65,27,210882.493063
7.58,21,210888.195624
7.64,36,210897.978871
7.14,42,210909.657028
7.72,26,210916.515996
7.62,31,210925.227104
7.24,22,210931.229223
8.14,35,210941.013644
7.05,29,210949.006105
6.71,27,210956.71118
7.83,34,210966.208065
7.72,36,210975.612879
7.47,28,210983.363147
8.07,30,210992.202624
8.0,25,210999.01226
6.99,35,211008.624157
8.24,33,211017.921824
7.63,25,211024.642624
8.37,40,211035.799738
8.51,38,211046.649127
7.34,21,211052.279638
8.27,35,211062.159939
7.99,28,211069.639321
8.58,32,211078.866235
6.37,30,211087.42954
7.06,20,211092.952637
7.63,24,211099.585547
7.59,26,211106.685285
7.01,41,211117.697287
6.69,19,211122.952387
7.09,24,211130.000515
6.75,28,211137.51198
7.29,22,211143.751622
6.97,28,211151.478386
8.01,31,211160.078837
6.63,22,211165.928959
6.71,28,211173.728741
8.06,35,211183.029138
7.87,36,211192.792102
7.22,29,211201.136116
8.5,41,211212.640014
6.28,22,211218.7819
6.61,24,211224.908204
7.52,29,211233.146243
7.32,23,211239.131085
7.26,30,211247.907741
7.55,29,211256.256785
7.72,27,211263.414726
6.37,33,211273.101059
7.48,23,211279.09307
7.41,30,211287.746513
8.14,32,211296.840641
7.55,26,211303.507356
7.35,27,211311.379411
7.63,27,211318.612573
8.0,37,211329.191849
7.03,26,211336.435427
6.83,22,211342.75783
7.87,32,211351.842405
7.92,31,211360.349362
5.7,26,211367.853278
6.77,29,211375.585504
8.38,33,211385.031329
8.5,34,211394.416962
6.87,31,211402.875385
6.5,29,211411.569398
6.51,29,211419.249626
7.14,32,211428.366162
7.02,25,211435.119872
7.64,26,211442.497944
8.04,24,211449.204015
7.74,28,211457.039487
7.03,21,211462.634846
7.13,28,211470.240731
6.85,32,211479.812126
7.62,37,211489.923717
7.07,27,211497.479717
7.73,28,211504.9174
7.61,32,211514.157388
6.37,30,211522.819113
5.59,24,211529.278406
7.69,36,211539.234234
6.13,24,211545.802149
7.53,34,211555.181237
6.7,32,211564.290844
8.21,31,211572.497106
6.43,24,211579.270744
6.79,25,211586.104503
8.23,26,211593.430177
6.22,25,211600.445578
8.17,26,211608.28622
7.99,35,211618.272824
7.63,30,211626.3184
8.01,28,211634.184348
6.49,24,211641.083
6.66,26,211648.466788
7.73,19,211653.664524
7.09,36,211663.86271
7.54,29,211671.698908
8.12,28,211679.440951
8.39,31,211688.381017
6.33,23,211694.914825
6.83,24,211702.055315
7.83,26,211709.104345
7.49,33,211718.751486
7.22,37,211728.631713
5.11,20,211734.361719
8.23,38,211745.340021
7.06,28,211752.551101
7.43,23,211759.156027
6.44,24,211765.824474
8.07,25,211773.237435
8.03,29,211781.037141
7.97,33,211790.265816
7.29,34,211800.306112
7.59,34,211809.002864
8.67,38,211819.43527
7.64,31,211828.143522
7.29,30,211835.980282
7.71,32,211845.264551
7.82,27,211852.853399
7.56,23,211859.760711
6.97,22,211865.735902
4.78,17,211870.895484
6.81,30,211878.773252
8.54,23,211884.97701
7.91,31,211892.99137
7.97,33,211902.416812
6.04,23,211908.517576
7.47,29,211916.979104
7.94,22,211922.969403
7.43,34,211932.845167
7.82,32,211941.989902
6.71,28,211949.805327
7.17,30,211958.558094
6.74,35,211968.587522
8.23,27,211976.268827
7.37,27,211983.974383
6.82,27,211991.288742
7.74,28,211999.417058
6.77,24,212006.040761
7.72,35,212015.969995
7.02,25,212023.080258
7.47,22,212029.364303
7.96,32,212038.422559
6.83,31,212047.00761
7.65,20,212052.937386
7.46,40,212063.662247
6.98,31,212072.699775
7.89,30,212081.32502
7.56,38,212091.826557
8.1,37,212102.265274
7.12,32,212111.28861
6.89,23,212117.366703
7.85,38,212128.389036
6.63,27,212135.968755
8.47,28,212144.306655
6.78,22,212150.307296
6.12,25,212157.363728
7.76,25,212164.228879
6.67,26,212171.742142
7.31,27,212178.987889
7.36,23,212184.983088
7.38,24,212191.691171
8.16,40,212202.510985
6.25,28,212210.667616
6.72,26,212217.442267
7.44,26,212225.050027
7.14,29,212233.003609
7.64,28,212240.979921
6.23,34,212250.439291
5.33,22,212256.303868
7.28,30,212264.693587
7.72,31,212273.021076
7.99,34,212282.371753
7.22,36,212292.5811
5.68,20,212297.950563
7.35,34,212307.783228
6.25,22,212313.633049
6.33,20,212319.469349
7.44,26,212326.725983
6.2,20,212332.321053
7.92,37,212341.966763
7.11,24,212348.661333
7.26,34,212358.183651
7.91,32,212367.016654
8.48,35,212376.68982
7.28,32,212385.556482
7.34,28,212393.596645
7.44,31,212402.278692
7.53,37,212412.312839
8.44,35,212422.282228
7.68,21,212428.404539
6.87,28,212435.69332
8.13,33,212445.469555
7.23,32,212454.030565
7.64,28,212462.064497
7.81,24,212468.590233
7.55,28,212476.207378
6.01,19,212481.300364
5.86,21,212487.823115
7.66,36,212499.540198
6.74,24,212506.786649
8.93,44,212520.844781
8.21,40,212533.128252
7.43,36,212543.750885
7.01,26,212551.646874
6.71,31,212560.127289
7.49,27,212567.472289
7.35,25,212574.629505
7.28,33,212583.742285
7.77,26,212591.117107
5.67,17,212595.224182
8.38,34,212605.091563
7.13,29,212613.053083
7.86,28,212621.033309
8.4,26,212628.196054
7.4,22,212634.637659
7.51,26,212641.784798
8.32,37,212652.331997
7.84,28,212660.480223
7.88,22,212666.971035
6.45,35,212676.534573
7.02,32,212685.634339
7.41,27,212693.587067
6.96,25,212700.841053
8.09,23,212707.043589
7.08,30,212715.459952
8.65,42,212726.86586
7.12,20,212732.58227
7.53,24,212739.033589
7.98,35,212748.678917
7.75,39,212759.808499
8.26,38,212770.758092
8.21,34,212779.810735
6.06,21,212785.985224
7.21,32,212794.35823
7.26,30,212802.334134
7.95,31,212810.992122
7.01,30,212819.262687
6.4,28,212827.445522
7.69,37,212837.440099
7.1,31,212846.063535
7.79,35,212856.045694
6.9,43,212868.535906
6.47,28,212876.502108
5.8,32,212885.732197
8.23,31,212894.264975
6.41,22,212900.579794
8.39,40,212912.016001
8.15,34,212920.849274
7.25,30,212929.7108
6.83,32,212938.899185
7.16,32,212947.280339
8.19,27,212955.401421
7.93,32,212964.088527
7.56,28,212972.573069
7.56,31,212981.379466
7.88,31,212989.777363
6.46,26,212997.277566
7.03,33,213005.992225
7.26,20,213011.837575
6.47,18,213016.471907
7.65,27,213023.875283
7.51,29,213032.078605
7.1,25,213039.190732
8.1,37,213049.461111
7.76,31,213058.228784
7.56,25,213065.391475
5.38,24,213071.716773
5.39,25,213078.617559
7.12,36,213088.387011
6.95,22,213095.231333
6.53,26,213101.98009
7.26,27,213109.448237
7.47,33,213118.493487
6.77,34,213128.11122
7.25,26,213135.828634
8.02,36,213145.618389
8.1,37,213155.650761
7.72,31,213164.218307
7.76,33,213173.002826
7.19,27,213180.592553
5.86,20,213186.473601
6.37,23,213193.40974
5.45,18,213198.551093
7.47,31,213206.973172
7.64,33,213215.345312
6.93,33,213224.552619
6.71,22,213231.329523
8.66,38,213241.892935
7.69,32,213251.3055
7.11,26,213257.998655
7.62,43,213270.114693
6.88,32,213279.130599
7.28,28,213287.617232
6.9,32,213296.223875
8.48,30,213305.280208
7.27,23,213311.540945
8.06,26,213318.738641
7.92,28,213326.173266
5.92,26,213333.767228
5.98,23,213339.512904
7.51,32,213348.456073
7.31,29,213356.607935
7.25,35,213366.356765
8.27,39,213377.370398
7.57,23,213383.500654
6.25,24,213390.564224
7.91,31,213399.190674
6.11,22,213404.705673
6.45,22,213410.802288
7.97,30,213419.43328
6.71,17,213424.057324
7.34,32,213433.269753
8.3,32,213442.320257
4.94,17,213446.695752
7.26,32,213456.118951
7.65,27,213463.451981
6.36,32,213472.5076
7.92,31,213480.766569
7.62,25,213488.192098
6.97,31,213497.484354
7.57,28,213504.740112
8.17,27,213511.953789
7.88,38,213521.601571
5.64,15,213526.049514
7.89,23,213532.156111
7.56,29,213540.348029
7.3,25,213546.966069
7.41,28,213554.740884
6.78,29,213562.599164
7.09,26,213570.211509
8.9,37,213580.753598
7.88,27,213587.848621
8.09,29,213596.346814
7.21,26,213603.704616
6.6,27,213611.069363
6.44,27,213618.073483
7.55,31,213626.7897
6.43,22,213632.573521
7.36,36,213642.809608
7.13,27,213650.524997
6.84,30,213658.805411
6.97,24,213666.05647
6.83,27,213673.336431
7.07,27,213681.252204
7.78,29,213689.181395
6.93,27,213696.749313
8.2,39,213707.536477
7.78,30,213715.409323
6.03,34,213725.210562
6.47,23,213731.703222
7.84,27,213739.892216
8.31,40,213750.958686
8.12,34,213759.883348
6.63,28,213767.966032
3.8,16,213771.937018
7.41,32,213781.24037
6.54,30,213789.658979
7.93,28,213796.994553
7.43,36,213806.764219
7.74,33,213816.376319
7.71,25,213823.026684
7.96,36,213833.229595
6.51,31,213841.68209
7.14,27,213849.806747
7.34,30,213858.032875
7.52,34,213867.658173
6.51,29,213875.768342
6.98,29,213883.505638
7.1,26,213891.227488
7.0,27,213898.974623
7.36,30,213907.79798
8.17,35,213918.160614
8.25,35,213928.012757
5.18,24,213935.104031
6.54,24,213942.691428
7.92,30,213953.684927
5.91,24,213962.959347
7.66,30,213974.261746
7.72,32,213986.603655
6.51,22,213994.761238
8.13,24,214004.076648
8.1,32,214014.01683
6.72,34,214024.252871
8.35,41,214036.588554
7.62,37,214047.780114
6.39,31,214056.97388
6.37,17,214062.058333
7.24,37,214073.023829
7.22,35,214083.677461
7.92,26,214091.307799
7.7,26,214100.082857
8.01,27,214108.059432
7.59,37,214118.91023
6.85,20,214125.327811
7.32,33,214134.902445
7.65,38,214145.506995
7.03,25,214152.363624
7.53,25,214159.295413
6.19,30,214167.971757
7.23,30,214175.999518
5.93,25,214183.466705
7.29,36,214193.381993
6.12,16,214197.76833
8.3,29,214205.397654
8.24,33,214215.027939
7.81,28,214223.397043
6.65,23,214229.377528
8.07,34,214239.335215
6.44,22,214245.016671
6.91,23,214252.031664
6.19,19,214257.172951
6.27,18,214262.155258
7.16,33,214271.4884
8.03,37,214281.852657
7.49,30,214289.839286
7.93,29,214298.012133
8.23,28,214306.280393
7.38,30,214314.138935
5.79,26,214321.908804
7.81,41,214333.395952
7.3,31,214342.439211
8.22,42,214355.79749
8.06,34,214366.433137
7.83,27,214374.207972
7.52,34,214384.789155
8.47,28,214393.135945
8.32,41,214405.68216
7.02,26,214415.162133
7.02,36,214426.591217
7.36,31,214436.675496
8.08,42,214451.330016
7.0,27,214459.388052
7.39,29,214467.685351
5.97,21,214473.961276
7.76,38,214485.325326
8.36,32,214496.718139
6.74,28,214506.735902
6.27,26,214515.881535
8.09,34,214526.391031
7.81,25,214533.828312
7.97,34,214544.920009
5.96,28,214553.768194
8.09,38,214566.13215
7.43,29,214575.430954
7.04,32,214586.008745
6.45,32,214596.795337
7.44,39,214609.623814
6.51,29,214618.818505
5.92,16,214624.238768
6.64,31,214632.983534
8.16,31,214642.257177
7.15,32,214652.112605
7.84,32,214661.14762
7.25,32,214670.657428
7.62,29,214678.853581
5.9,26,214686.797814
6.83,28,214694.869835
7.39,39,214706.331865
7.34,25,214713.809635
7.58,35,214723.515445
7.39,28,214731.959704
7.87,37,214751.377456
6.19,23,214765.195094
7.44,27,214776.34991
7.78,31,214785.718768
7.57,34,214796.30125
8.29,41,214809.27754
7.68,29,214817.461621
7.28,28,214825.529099
7.67,36,214835.918024
7.94,25,214842.81567
8.02,31,214851.981515
8.17,29,214859.894011
6.59,30,214868.290575
7.59,30,214876.910379
8.47,39,214887.644193
